smiles,inchikey,lam_E_pipi,t12_s,logt12,source
COc1cc(NC(C)=O)cc(OC)c1/N=N/c1c(OC)cc(NC(C)=O)cc1OC,BHCFCTKJADSKDY-WCWDXBQESA-N,345.0,1209600.7255364307,6.082642038653472,photoswitches_csv
COc1ccncc1/N=N/c1ccccc1,RYVDMYSPZLZTKS-CCEZHUSRSA-N,332.0,79055998.14776175,7.897934826370062,photoswitches_csv
c1ccc(/N=N/c2cccnc2)cc1,IVVGFUBQYUHOKG-BUHFOSPRSA-N,322.0,820799.5715222247,5.9142371210552875,photoswitches_csv
Cc1ccncc1/N=N/c1ccccc1,IJPMEQFEMAVAFG-CCEZHUSRSA-N,322.0,359999.7821554605,5.556302237965315,photoswitches_csv
CC(C)c1ccncc1/N=N/c1ccccc1,OZEGRNCJRBRJCI-WUKNDPDISA-N,323.0,1137599.2407110787,6.055989293516582,photoswitches_csv
Ic1ccncc1/N=N/c1ccccc1,RVRRUAOCNNMLCT-CCEZHUSRSA-N,330.0,413999.64196930313,5.6169999655392004,photoswitches_csv
CCCn1cc(/N=N/c2ccc(C(C)(C)C)cc2)c(=O)[nH]c1=O,HCEVLFWSACAGKJ-FMQUCBEESA-N,375.0,701999.3929044707,5.846336736548107,photoswitches_csv
O=C1COc2ccccc2/N=N\c2ccccc2OCC(=O)O[C@H]2[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](Sc3ccccc3)O[C@@H]2CO1,RTGCTODXSWSGIZ-YFBLMAAYSA-N,310.0,4406401.214967301,6.644084038323907,photoswitches_csv
Cc1n[nH]c(C)c1/N=N/c1ccccc1F,OISIULUPZHVGLA-FOCLMDBBSA-N,334.0,15234.003968350446,4.182814064388026,photoswitches_csv
Cc1noc(C)c1/N=N/c1ccccc1,XZVZHUGZPXUOPC-OUKQBFOZSA-N,315.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1ccccc1F,UBZMSRLJQRMEQR-BUHFOSPRSA-N,321.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1cccc(F)c1,QIZXKEOJZIZUSP-BUHFOSPRSA-N,315.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1ccc(F)cc1,QCJRPHFIMDRUBQ-BUHFOSPRSA-N,318.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1ccccc1Cl,OHPURHSNLBQQGZ-BUHFOSPRSA-N,321.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1cccc(Cl)c1,DDCDVFXSOIMTHH-BUHFOSPRSA-N,315.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1ccc(Cl)cc1,RNGOLCHPRVGAPG-BUHFOSPRSA-N,323.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1ccccc1Br,KSMFUJYMWCZIJG-BUHFOSPRSA-N,321.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1cccc(Br)c1,ZRKWAUOCDZTOCR-BUHFOSPRSA-N,315.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1ccc(Br)cc1,BXRZPJIPYRBAKC-BUHFOSPRSA-N,325.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1ccc(I)cc1,WAUREJQUYNZJQH-BUHFOSPRSA-N,330.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1cccc(O)c1,XNLYSMYDATZRHP-OUKQBFOZSA-N,313.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1cccc(C(F)(F)F)c1,GNMNWVYKOIYIIF-WUKNDPDISA-N,314.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1ccc(C(F)(F)F)cc1,WVCHMHBJQLQSDT-WUKNDPDISA-N,312.0,,,photoswitches_csv
COc1ccccc1/N=N/c1c(C)noc1C,LGQVBDFWRLUZET-BUHFOSPRSA-N,311.0,,,photoswitches_csv
COc1cccc(/N=N/c2c(C)noc2C)c1,VVWCQTFDBWEJJS-BUHFOSPRSA-N,312.0,,,photoswitches_csv
COc1ccc(/N=N/c2c(C)noc2C)cc1,GQZVEJORSBYZAF-BUHFOSPRSA-N,337.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1ccccc1[N+](=O)[O-],CGLQEIVUHVTQHN-OUKQBFOZSA-N,318.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1ccc([N+](=O)[O-])cc1,SNRCXNZQKHKBSH-OUKQBFOZSA-N,332.0,,,photoswitches_csv
Cc1ccc(/N=N/c2c(C)noc2C)cc1,YXPIBSZLTCUYQF-BUHFOSPRSA-N,323.0,,,photoswitches_csv
CC(=O)Nc1cccc(/N=N/c2c(C)noc2C)c1,BZLJDZFXIBSLBO-FOCLMDBBSA-N,315.0,,,photoswitches_csv
CC(=O)Nc1ccc(/N=N/c2c(C)noc2C)cc1,KHRONIHWYDYRAS-FOCLMDBBSA-N,342.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1cccc2ccccc12,WJRMGKZZYSCUHU-WUKNDPDISA-N,362.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1cc(Cl)ccc1Cl,FXBLWOJWNPWLLS-CCEZHUSRSA-N,320.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1c(Cl)cccc1Cl,YNVVMYSFXMBMKE-CCEZHUSRSA-N,297.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1ccc(F)cc1F,LTXNYLCIABTGAE-CCEZHUSRSA-N,324.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1cc(F)ccc1F,VNEOWYGTDYFWTE-CCEZHUSRSA-N,328.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1c(F)cccc1F,JXILHNKXPDFPCS-CCEZHUSRSA-N,309.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1cc(F)cc(F)c1,DNKZYNZZYITUQD-CCEZHUSRSA-N,315.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1cccc(N)c1,HMRDPKXPLIZPQI-BUHFOSPRSA-N,315.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1ccccc1C#N,VYSSROJCFUXYQD-CCEZHUSRSA-N,325.0,,,photoswitches_csv
Cc1noc(C)c1/N=N/c1cccnc1,PQBKCMKVRFUWEW-OUKQBFOZSA-N,316.0,,,photoswitches_csv
Cc1ccc(/N=N/c2cccs2)cc1,WTAKZSSRYXONRA-OUKQBFOZSA-N,365.0,,,photoswitches_csv
c1ccc(/N=N/c2ccccc2)cc1,DMLAVOWQYNRWNQ-BUHFOSPRSA-N,319.0,,,photoswitches_csv
Brc1ccccc1/N=N/c1ccccc1,MULAQBQFTFXRFO-CCEZHUSRSA-N,326.0,,,photoswitches_csv
FC(F)(F)c1ccccc1/N=N/c1ccccc1,GFEOPUCZLZUCHA-ISLYRVAYSA-N,317.0,,,photoswitches_csv
Cc1ccccc1/N=N/c1ccccc1,CFNRNHFKQPOFMH-CCEZHUSRSA-N,323.0,,,photoswitches_csv
Nc1ccccc1/N=N/c1ccccc1,KQZBSZUGKSCFBL-CCEZHUSRSA-N,421.0,,,photoswitches_csv
Brc1cccc(/N=N/c2ccccc2)c1,FMNSVCUNXLMOSA-CCEZHUSRSA-N,321.0,,,photoswitches_csv
Cc1cccc(/N=N/c2ccccc2)c1,VCCPFNMAICRKLQ-CCEZHUSRSA-N,322.0,,,photoswitches_csv
Nc1cccc(/N=N/c2ccccc2)c1,FOTUJFGXQAJEIJ-CCEZHUSRSA-N,417.0,,,photoswitches_csv
O=[N+]([O-])c1cccc(/N=N/c2ccccc2)c1,YDVWTPOYERGSCU-BUHFOSPRSA-N,327.0,,,photoswitches_csv
Brc1ccc(/N=N/c2ccccc2)cc1,SVJSEJOASMWXGQ-CCEZHUSRSA-N,329.0,,,photoswitches_csv
FC(F)(F)c1ccc(/N=N/c2ccccc2)cc1,PWESFWBCEFITQH-ISLYRVAYSA-N,315.0,,,photoswitches_csv
Clc1ccc(/N=N/c2ccccc2)cc1,NJFDMENHTAYHMA-CCEZHUSRSA-N,324.0,,,photoswitches_csv
N#Cc1ccc(/N=N/c2ccccc2)cc1,KFGLGJJFHLSWSU-FOCLMDBBSA-N,321.0,,,photoswitches_csv
CC(=O)c1ccc(/N=N/c2ccccc2)cc1,UYXKSJRBCLSBNE-FOCLMDBBSA-N,326.0,,,photoswitches_csv
COC(=O)c1ccc(/N=N/c2ccccc2)cc1,SUFXZYCPKGRJIZ-FOCLMDBBSA-N,328.0,,,photoswitches_csv
Fc1ccc(/N=N/c2ccccc2)cc1,GZMHQJVQKFZDLR-CCEZHUSRSA-N,322.0,,,photoswitches_csv
Oc1ccc(/N=N/c2ccccc2)cc1,BEYOBVMPDRKTNR-BUHFOSPRSA-N,339.0,,,photoswitches_csv
O=C1C=CC(=O)N1c1ccc(/N=N/c2ccccc2)cc1,DVNPYLMPVFDKGZ-ISLYRVAYSA-N,329.0,,,photoswitches_csv
Cc1ccc(/N=N/c2ccccc2)cc1,GIJSVMOPNUOZBC-CCEZHUSRSA-N,330.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccccc2)cc1,SJJISKLXUJVZOA-ISLYRVAYSA-N,416.0,,,photoswitches_csv
Nc1ccc(/N=N/c2ccccc2)cc1,QPQKUYVSJWQSDY-CCEZHUSRSA-N,364.0,,,photoswitches_csv
CC(=O)Nc1ccc(/N=N/c2ccccc2)cc1,WSHHPNYAXLDUTG-WUKNDPDISA-N,346.0,,,photoswitches_csv
CNc1ccc(/N=N/c2ccccc2)cc1,DKOXITJAUZNAPK-FOCLMDBBSA-N,380.0,,,photoswitches_csv
CN(C)c1ccc(/N=N/c2ccccc2)cc1,JCYPECIVGRXBMO-FOCLMDBBSA-N,408.0,,,photoswitches_csv
O=[N+]([O-])c1ccc(/N=N/c2ccccc2)cc1,TZTDJBMGPQLSLI-BUHFOSPRSA-N,333.0,,,photoswitches_csv
c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,VXLFYNFOITWQPM-QZQOTICOSA-N,411.0,,,photoswitches_csv
FC(F)(F)c1ccccc1/N=N/c1ccccc1C(F)(F)F,YEBGREBWFVQFDM-QURGRASLSA-N,317.0,,,photoswitches_csv
Clc1ccccc1/N=N/c1ccccc1Cl,FIQUJBRQBIUISO-FOCLMDBBSA-N,328.0,,,photoswitches_csv
Cc1ccccc1/N=N/c1ccccc1C,LNXCQLYWNWAIRB-FOCLMDBBSA-N,331.0,,,photoswitches_csv
Cc1cccc(C)c1/N=N/c1ccccc1,DZNGDSIUMXXSQX-FOCLMDBBSA-N,316.0,,,photoswitches_csv
Brc1cccc(/N=N/c2cccc(Br)c2)c1,VEVQNDVHZNOSHX-FOCLMDBBSA-N,320.0,,,photoswitches_csv
Clc1cccc(/N=N/c2cccc(Cl)c2)c1,ZAUXEPYLONOZEK-FOCLMDBBSA-N,320.0,,,photoswitches_csv
Fc1cccc(/N=N/c2cccc(F)c2)c1,XGZUVWDFPZDZAQ-FOCLMDBBSA-N,320.0,,,photoswitches_csv
Cc1cccc(/N=N/c2cccc(C)c2)c1,HPSZIXYLILUGIP-FOCLMDBBSA-N,331.0,,,photoswitches_csv
Brc1ccc(/N=N/c2ccc(Br)cc2)cc1,LTPLLZWVPBTAMH-FOCLMDBBSA-N,324.0,,,photoswitches_csv
Clc1ccc(/N=N/c2ccc(Cl)cc2)cc1,XHQLXCFUPJSGOE-FOCLMDBBSA-N,331.0,,,photoswitches_csv
FC(F)(F)c1ccc(/N=N/c2ccc(C(F)(F)F)cc2)cc1,CQHZRYVXUANNRW-QURGRASLSA-N,313.0,,,photoswitches_csv
Fc1ccc(/N=N/c2ccc(F)cc2)cc1,LPEOJAQIOYPHTK-FOCLMDBBSA-N,325.0,,,photoswitches_csv
Cc1ccc(/N=N/c2ccc(C)cc2)cc1,WNVWWDKUMKBZQV-FOCLMDBBSA-N,326.0,,,photoswitches_csv
Cc1cccc(/N=N/c2cccc(C)c2C)c1C,YWNDOGNUMDQAEX-ISLYRVAYSA-N,332.0,,,photoswitches_csv
Cc1ccc(/N=N/c2ccc(C)cc2C)c(C)c1,CYYXARGGNXTAAM-ISLYRVAYSA-N,346.0,,,photoswitches_csv
Cc1ccc(C)c(/N=N/c2cc(C)ccc2C)c1,VQXWBCZVCAOSHC-ISLYRVAYSA-N,336.0,,,photoswitches_csv
Cc1ccc(/N=N/c2ccc(C)c(C)c2)cc1C,WEVSWJHEFVKUSR-ISLYRVAYSA-N,333.0,,,photoswitches_csv
Cc1c(Cl)cccc1/N=N/c1cccc(Cl)c1C,ITGXGGYRXNZDOO-ISLYRVAYSA-N,329.0,,,photoswitches_csv
Cc1cc(Cl)ccc1/N=N/c1ccc(Cl)cc1C,OZDRHNMGLLLVRU-ISLYRVAYSA-N,346.0,,,photoswitches_csv
Brc1cc(Br)c(/N=N/c2c(Br)cc(Br)cc2Br)c(Br)c1,KJKRSCLLAYRBIS-FMQUCBEESA-N,302.0,,,photoswitches_csv
Cc1cc(C)c(/N=N/c2c(C)cc(C)cc2C)c(C)c1,NFOOWWPQFWDOIP-FMQUCBEESA-N,325.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccccc2C#N)cc1,ZUQMJRFXPPTOGU-FMQUCBEESA-N,462.0,,,photoswitches_csv
CN(C)c1ccc(/N=N/c2ccccc2C(=O)O)cc1,CEQFOVLGLXCDCX-WUKNDPDISA-N,410.0,,,photoswitches_csv
Nc1ccc(/N=N/c2ccccc2)c(N)c1,IWRVPXDHSLTIOC-FOCLMDBBSA-N,411.0,,,photoswitches_csv
O=[N+]([O-])c1ccccc1/N=N/c1ccccc1[N+](=O)[O-],QARMSQRZTXVCAA-BUHFOSPRSA-N,323.0,,,photoswitches_csv
Oc1ccc(/N=N/c2ccccc2)c(O)c1,BPTKLSBRRJFNHJ-BUHFOSPRSA-N,400.0,,,photoswitches_csv
Cc1ccc(O)c(/N=N/c2ccccc2)c1,NJOXSODFMZIZJD-CCEZHUSRSA-N,330.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2cccc(C#N)c2)cc1,JWMZWVMYRCQPIE-FMQUCBEESA-N,446.0,,,photoswitches_csv
O=[N+]([O-])c1cccc(/N=N/c2cccc([N+](=O)[O-])c2)c1,SYXZBJMDUGLCBV-BUHFOSPRSA-N,311.0,,,photoswitches_csv
CN(C)c1ccc(/N=N/c2ccc(Br)cc2)cc1,GMAYRELXLJMMQU-WUKNDPDISA-N,419.0,,,photoswitches_csv
CN(C)c1ccc(/N=N/c2ccc(Cl)cc2)cc1,WQWHNMIYCHFRJK-WUKNDPDISA-N,416.0,,,photoswitches_csv
CN(C)c1ccc(/N=N/c2ccc(C(F)(F)F)cc2)cc1,HUUYCTQBVFYZFN-FMQUCBEESA-N,427.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc(C#N)cc2)cc1,UBVTXOYOGDEDBU-FMQUCBEESA-N,466.0,,,photoswitches_csv
COC(=O)c1ccc(/N=N/c2ccc(N(C)C)cc2)cc1,JTFDDDDHFROPQU-ISLYRVAYSA-N,442.0,,,photoswitches_csv
CN(C)c1ccc(/N=N/c2ccc(F)cc2)cc1,OQJQPXJGJJPOEK-WUKNDPDISA-N,407.0,,,photoswitches_csv
Cc1ccc(/N=N/c2ccc(N(C)C)cc2)cc1,IPIZWPBCCYXHDW-WUKNDPDISA-N,400.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc(C)cc2)cc1,PLMSBTMZGPIOAZ-VHEBQXMUSA-N,411.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc(N(CC)CC)cc2)cc1,ULWJZUJIVQSWSQ-QURGRASLSA-N,426.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc(N)cc2)cc1,GJHHSJRCUUFBLO-VHEBQXMUSA-N,412.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc(N(C)C)cc2)cc1,QXXCXRVTDLNQRA-FMQUCBEESA-N,420.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,LVQIWDUSUJTZJF-ISLYRVAYSA-N,482.0,,,photoswitches_csv
N#CCCNc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,WJKJAMXQXZNCTQ-VHEBQXMUSA-N,455.0,,,photoswitches_csv
O=[N+]([O-])c1ccc(/N=N/c2ccc(NCCO)cc2)cc1,LWBSCZRRCBRJPN-WUKNDPDISA-N,503.0,,,photoswitches_csv
CN(C)c1ccc(/N=N/c2ccc(N)cc2)cc1,BVRIUXYMUSKBHG-WUKNDPDISA-N,410.0,,,photoswitches_csv
Nc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,UNBOSJFEZZJZLR-CCEZHUSRSA-N,441.0,,,photoswitches_csv
CN(C)c1ccc(/N=N/c2ccc(N(C)C)cc2)cc1,NMTGSDIMWJJCNO-ISLYRVAYSA-N,455.0,,,photoswitches_csv
CN(C)c1ccc(/N=N/c2ccccc2[N+](=O)[O-])cc1,AZQHHHBFJVTYJU-FOCLMDBBSA-N,440.0,,,photoswitches_csv
CN(C)c1ccc(/N=N/c2cccc([N+](=O)[O-])c2)cc1,BISWHFCOHYEFQW-FOCLMDBBSA-N,420.0,,,photoswitches_csv
CN(C)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,LSFRFLVWCKLQTO-FOCLMDBBSA-N,473.0,,,photoswitches_csv
O=[N+]([O-])c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,YFVXLROHJBSEDW-QZQOTICOSA-N,483.0,,,photoswitches_csv
O=[N+]([O-])c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,BYLJUTWUGSHKJB-BUHFOSPRSA-N,335.0,,,photoswitches_csv
O=[N+]([O-])c1ccc(/N=N/c2ccc(O)cc2)cc1,NRJPVIOTANUINF-BUHFOSPRSA-N,382.0,,,photoswitches_csv
Oc1ccc(/N=N/c2ccc(O)cc2)cc1,WKODVHZBYIBMOC-BUHFOSPRSA-N,355.0,,,photoswitches_csv
Cc1ccccc1/N=N/c1ccc(N(C)C)cc1C,DEFNFSBSURXTQC-ISLYRVAYSA-N,400.0,,,photoswitches_csv
Cc1cc(C)cc(/N=N/c2ccccc2O)c1,FNIULCMADCCDQN-FOCLMDBBSA-N,332.0,,,photoswitches_csv
CC(=O)Nc1ccc(/N=N/c2cc(C)ccc2O)cc1,PXOZAFXVEWKXED-ISLYRVAYSA-N,357.0,,,photoswitches_csv
O=C(O)c1cc(/N=N/c2ccc([N+](=O)[O-])cc2)ccc1O,YVJPMMYYRNHJAU-CCEZHUSRSA-N,385.0,,,photoswitches_csv
Cc1cc(C)cc(/N=N/c2ccc(O)cc2)c1,AOWVHANEARLKEN-FOCLMDBBSA-N,351.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc(C#N)cc2C#N)cc1,IDYHLELKYDVLBR-QURGRASLSA-N,515.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2cc(C#N)ccc2C#N)cc1,QIMBHWMIZJBDOP-QURGRASLSA-N,495.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2c(C#N)cccc2C#N)cc1,SYFLONWKJKBXND-QURGRASLSA-N,503.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc(C#N)c(C#N)c2)cc1,OQBKTWNTCNXQGU-QURGRASLSA-N,500.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2cc(C#N)cc(C#N)c2)cc1,NBJRFOPLYKOOMV-QURGRASLSA-N,478.0,,,photoswitches_csv
O=[N+]([O-])c1ccc(/N=N/c2ccc(O)cc2O)cc1,NGPGYVQZGRJHFJ-BUHFOSPRSA-N,432.0,,,photoswitches_csv
Cc1cc(Cl)ccc1/N=N/c1ccc(N(C)C)cc1C,KVXCQJRZATXXOI-VHEBQXMUSA-N,411.0,,,photoswitches_csv
Cc1cc(N(C)C)ccc1/N=N/c1ccc([N+](=O)[O-])cc1C,VPMYEZJCLGVDEL-ISLYRVAYSA-N,452.0,,,photoswitches_csv
Cc1cc(N(C)C)ccc1/N=N/c1cc([N+](=O)[O-])ccc1C,PTAQEYYALHTBAI-ISLYRVAYSA-N,425.0,,,photoswitches_csv
Cc1ccc(/N=N/c2ccc(N(C)C)cc2C)c(C)c1,TYFZNSGZDJBFLG-VHEBQXMUSA-N,399.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2c(C#N)cc(C#N)cc2C#N)c(C)c1,UOKBRCOVIMBTQQ-OCOZRVBESA-N,562.0,,,photoswitches_csv
Cc1ccc(O)c(/N=N/c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2O)c1,FOKSPEFAGGJDHP-CCEZHUSRSA-N,400.0,,,photoswitches_csv
CC(=O)Nc1cc(C)cc(/N=N/c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2O)c1O,YRAINWPKPRBSTH-ISLYRVAYSA-N,400.0,,,photoswitches_csv
